document_id,title,rank,word,tfidf_score
tr-005,アイザック・アシモフ,2,ファウンデーション,0.2198061173753218
tr-005,アイザック・アシモフ,3,ロボット,0.16043355287802114
tr-005,アイザック・アシモフ,4,シリーズ,0.11034305531560183
tr-005,アイザック・アシモフ,5,長編,0.0838873076235727
tr-005,アイザック・アシモフ,6,作品,0.06252010259151852
tr-005,アイザック・アシモフ,7,部門,0.062148318068516915
tr-005,アイザック・アシモフ,8,執筆,0.06117661247777005
tr-005,アイザック・アシモフ,9,小説,0.058216112226350133
tr-005,アイザック・アシモフ,10,作家,0.05596559307943485
tr-005,アイザック・アシモフ,11,ミステリ,0.055847284714592084
tr-005,アイザック・アシモフ,12,ヒューゴー,0.055847284714592084
tr-005,アイザック・アシモフ,13,ノンフィクション,0.049152204489256064
tr-005,アイザック・アシモフ,14,雑誌,0.04883324224749829
tr-005,アイザック・アシモフ,15,筆名,0.04834822472368349
tr-005,アイザック・アシモフ,16,原則,0.046331842130083546
tr-005,アイザック・アシモフ,17,講演,0.046331842130083546
tr-005,アイザック・アシモフ,18,発表,0.04523932831417596
tr-005,アイザック・アシモフ,19,メンサ,0.043961223475064364
tr-005,アイザック・アシモフ,20,続編,0.04361684465160195
tr-006,クウェート共和国,1,クウェート,0.744857693938111
tr-006,クウェート共和国,2,イラク,0.4809504414255499
tr-006,クウェート共和国,3,暫定,0.2948878360535109
tr-006,クウェート共和国,4,政府,0.2655534333568243
tr-006,クウェート共和国,5,承認,0.07954808109301087
tr-006,クウェート共和国,6,宣言,0.07505763443369005
tr-006,クウェート共和国,7,傀儡,0.07334647488338344
tr-006,クウェート共和国,8,革命,0.06686363795172245
tr-006,クウェート共和国,9,政権,0.06686363795172245
tr-006,クウェート共和国,10,表明,0.06367583465714609
tr-006,クウェート共和国,11,撤退,0.06329323854583654
tr-006,クウェート共和国,12,樹立,0.06265409006423121
tr-006,クウェート共和国,13,共和,0.05788075808614752
tr-006,クウェート共和国,14,決議,0.050349214802057056
tr-006,クウェート共和国,15,発表,0.047087471389177814
tr-006,クウェート共和国,16,国営,0.04623552949993654
tr-006,クウェート共和国,17,アラブ,0.04397298078861481
tr-006,クウェート共和国,18,声明,0.0425179583186609
tr-006,クウェート共和国,19,人民,0.04176939337615414
tr-006,クウェート共和国,20,ジャー,0.03990309074668452
tr-007,アクロン(オハイオ州),1,アクロン,0.44718670666576565
tr-007,アクロン(オハイオ州),2,タイヤ,0.08315009189002326
tr-007,アクロン(オハイオ州),3,グッドイヤー,0.06928244751159748
tr-007,アクロン(オハイオ州),4,病院,0.06256143733135869
tr-007,アクロン(オハイオ州),5,全米,0.059526139229675444
tr-007,アクロン(オハイオ州),6,オーツ,0.05288432528896631
tr-007,アクロン(オハイオ州),7,ハンバーガー,0.04861552048182269
tr-007,アクロン(オハイオ州),8,ストリート,0.04553479883316609
tr-007,アクロン(オハイオ州),9,オハイオ,0.04362133901166824
tr-007,アクロン(オハイオ州),10,クリーブランド,0.03952294492078811
tr-007,アクロン(オハイオ州),11,立地,0.03909459588657828
tr-007,アクロン(オハイオ州),12,都市,0.038760493042836415
tr-007,アクロン(オハイオ州),13,労働,0.03804482318884668
tr-007,アクロン(オハイオ州),14,同社,0.03762188381740733
tr-007,アクロン(オハイオ州),15,人口,0.03367948207018799
tr-007,アクロン(オハイオ州),16,飛行船,0.031492021596180676
tr-007,アクロン(オハイオ州),17,南北戦争,0.03067520632674638
tr-007,アクロン(オハイオ州),18,メーカー,0.02903690100748003
tr-007,アクロン(オハイオ州),19,市議会,0.027311518103322753
tr-007,アクロン(オハイオ州),20,市長,0.025180591699153602
tr-008,日本語,1,日本語,0.21240986511883148
tr-008,日本語,2,アクセント,0.1410702674435377
tr-008,日本語,3,語彙,0.1410702674435377
tr-008,日本語,4,漢語,0.10938167790872072
tr-008,日本語,5,言語,0.0936229070283173
tr-008,日本語,6,表現,0.08913437986979178
tr-008,日本語,7,モーラ,0.0808831301613429
tr-008,日本語,8,複合語,0.0808831301613429
tr-008,日本語,9,和語,0.06740260846778576
tr-008,日本語,10,動詞,0.06623141087609045
tr-008,日本語,11,敬意,0.06578598117652687
tr-008,日本語,12,名詞,0.06572358938488355
tr-008,日本語,13,音韻,0.06421999380445635
tr-008,日本語,14,丁寧,0.06255430615140274
tr-008,日本語,15,外来,0.06106533299338286
tr-008,日本語,16,謙譲,0.055765703488323104
tr-008,日本語,17,形容動詞,0.053922086774228606
tr-008,日本語,18,形容詞,0.05181237374623613
tr-008,日本語,19,二人称,0.04718182592745003
tr-008,日本語,20,英語,0.04516214839909559
tr-009,マーシア王国,1,マーシア,0.4212535854503652
tr-009,マーシア王国,2,王国,0.4094004764837272
tr-009,マーシア王国,3,ウェセックス,0.1389332922569616
tr-009,マーシア王国,4,オッファ,0.1296164878308816
tr-009,マーシア王国,5,アングロサクソン,0.12349625978396589
tr-009,マーシア王国,6,イングランド,0.1106017992236201
tr-009,マーシア王国,7,ノーサンブリア,0.10805922731097016
tr-009,マーシア王国,8,ブレトワルダ,0.09721236587316119
tr-009,マーシア王国,9,ブリトン,0.089365416659275
tr-009,マーシア王国,10,支配,0.08651088456791015
tr-009,マーシア王国,11,勢力,0.07467346828476475
tr-009,マーシア王国,12,上位,0.07452561014604953
tr-009,マーシア王国,13,戦士,0.07367151823150266
tr-009,マーシア王国,14,エゼルバルド,0.0648082439154408
tr-009,マーシア王国,15,強国,0.05789284216544716
tr-009,マーシア王国,16,アングル,0.05434564496359256
tr-009,マーシア王国,17,臣従,0.051285530940134716
tr-009,マーシア王国,18,キリスト教,0.05122728205326218
tr-009,マーシア王国,19,防塁,0.048606182936580596
tr-009,マーシア王国,20,階級,0.046570132806624205
tr-010,CIE図書館,1,図書館,0.4718918615780473
tr-010,CIE図書館,2,昭和,0.16429555640193266
tr-010,CIE図書館,3,設置,0.09716610133745766
tr-010,CIE図書館,4,センター,0.0678110899455782
tr-010,CIE図書館,5,米国,0.061060282395386196
tr-010,CIE図書館,6,秋田,0.06005498123402284
tr-010,CIE図書館,7,新潟,0.05745368411836634
tr-010,CIE図書館,8,分室,0.05152859032847659
tr-010,CIE図書館,9,アメリカ,0.05143050738227352
tr-010,CIE図書館,10,東京,0.05022846119395992
tr-010,CIE図書館,11,館長,0.04960240034976788
tr-010,CIE図書館,12,文化,0.049378312066632554
tr-010,CIE図書館,13,読書,0.0481363792006305
tr-010,CIE図書館,14,函館,0.04804398498721827
tr-010,CIE図書館,15,札幌,0.046595224898022376
tr-010,CIE図書館,16,公共,0.041575054283245844
tr-010,CIE図書館,17,会館,0.03857964471648613
tr-010,CIE図書館,18,移転,0.037941788666083755
tr-010,CIE図書館,19,長野,0.03726705684605064
tr-010,CIE図書館,20,国務省,0.03549042668307012
tr-011,氷貿易,1,チューダー,0.2661900029936733
tr-011,氷貿易,2,貿易,0.09973141177479009
tr-011,氷貿易,3,貯氷,0.09858888999765679
tr-011,氷貿易,4,アメリカ,0.09136640461864282
tr-011,氷貿易,5,輸出,0.08390028799464068
tr-011,氷貿易,6,収穫,0.08272492359809674
tr-011,氷貿易,7,ニューイングランド,0.08132049279012206
tr-011,氷貿易,8,市場,0.06386932629457374
tr-011,氷貿易,9,果物,0.0586899448124885
tr-011,氷貿易,10,輸送,0.05842602829067921
tr-011,氷貿易,11,保存,0.05514239592282025
tr-011,氷貿易,12,冷蔵,0.0543784969338872
tr-011,氷貿易,13,イギリス,0.05140523647936574
tr-011,氷貿易,14,カルカッタ,0.04960365986918035
tr-011,氷貿易,15,消費,0.045582102280776485
tr-011,氷貿易,16,価格,0.04534038188291312
tr-011,氷貿易,17,出荷,0.04401745860936637
tr-011,氷貿易,18,インド,0.04341090799316013
tr-011,氷貿易,19,年代,0.04318482897220416
tr-011,氷貿易,20,供給,0.042148258251450806
tr-012,中城ふみ子,1,ふみ子,0.7034933113231074
tr-012,中城ふみ子,2,帯広,0.16489255345919496
tr-012,中城ふみ子,3,短歌,0.1538615218318955
tr-012,中城ふみ子,4,中城,0.13575142112185656
tr-012,中城ふみ子,5,東京家政学院,0.08860284421801451
tr-012,中城ふみ子,6,野江,0.06645213316351087
tr-012,中城ふみ子,7,大森,0.061915717606844486
tr-012,中城ふみ子,8,実家,0.04633206535894431
tr-012,中城ふみ子,9,時代,0.04549982041612008
tr-012,中城ふみ子,10,婚約,0.04524184922943795
tr-012,中城ふみ子,11,きくゑ,0.044301422109007255
tr-012,中城ふみ子,12,雪子,0.044301422109007255
tr-012,中城ふみ子,13,見合い,0.04334100232479114
tr-012,中城ふみ子,14,高等,0.041495203809994344
tr-012,中城ふみ子,15,生活,0.041491517577585374
tr-012,中城ふみ子,16,女学校,0.04116528036699241
tr-012,中城ふみ子,17,卒業,0.03716777658116834
tr-012,中城ふみ子,18,出張所,0.03654177947731538
tr-012,中城ふみ子,19,家政学,0.03517466556615537
tr-012,中城ふみ子,20,両親,0.03422991852898834
tr-013,カトリーヌ・ド・メディシス,1,カトリーヌ,0.40091189374633157
tr-013,カトリーヌ・ド・メディシス,2,アンリ,0.3112578904638852
tr-013,カトリーヌ・ド・メディシス,3,フランソワ,0.1426064425766105
tr-013,カトリーヌ・ド・メディシス,4,ギーズ,0.10999066109010447
tr-013,カトリーヌ・ド・メディシス,5,彼女,0.10177148995075228
tr-013,カトリーヌ・ド・メディシス,6,フランス,0.08999032076662945
tr-013,カトリーヌ・ド・メディシス,7,教皇,0.08548133746258989
tr-013,カトリーヌ・ド・メディシス,8,シャルル,0.069749740376378
tr-013,カトリーヌ・ド・メディシス,9,死去,0.06520977269791234
tr-013,カトリーヌ・ド・メディシス,10,プロテスタント,0.05772735659181532
tr-013,カトリーヌ・ド・メディシス,11,国王,0.0539308066163611
tr-013,カトリーヌ・ド・メディシス,12,クレメンス,0.04932991374226205
tr-013,カトリーヌ・ド・メディシス,13,ディアーヌ,0.046018715534811926
tr-013,カトリーヌ・ド・メディシス,14,結婚,0.04562013910514012
tr-013,カトリーヌ・ド・メディシス,15,宮廷,0.04446640889289388
tr-013,カトリーヌ・ド・メディシス,16,ユグノー,0.04013118987206749
tr-013,カトリーヌ・ド・メディシス,17,太子,0.034874870188189
tr-013,カトリーヌ・ド・メディシス,18,フィレンツェ,0.03454997939603233
tr-013,カトリーヌ・ド・メディシス,19,アンボワーズ,0.03288660916150803
tr-013,カトリーヌ・ド・メディシス,20,母后,0.03210495189765399
tr-014,ハリモグラ,1,モグラ,0.13196172920464097
tr-014,ハリモグラ,2,オーストラリア,0.13000149245868156
tr-014,ハリモグラ,3,育児,0.08710642690737114
tr-014,ハリモグラ,4,ニューギニア,0.0856816321212052
tr-014,ハリモグラ,5,シロアリ,0.07886375645484449
tr-014,ハリモグラ,6,母乳,0.06598086460232049
tr-014,ハリモグラ,7,分布,0.06486414251481644
tr-014,ハリモグラ,8,動物,0.06180253054074772
tr-014,ハリモグラ,9,腹部,0.05912842819974867
tr-014,ハリモグラ,10,繁殖,0.05669791735616537
tr-014,ハリモグラ,11,交尾,0.05627140650291777
tr-014,ハリモグラ,12,体毛,0.05305070657416639
tr-014,ハリモグラ,13,生息,0.0469468553863605
tr-014,ハリモグラ,14,行動,0.046054056189158435
tr-014,ハリモグラ,15,冬眠,0.04244056525933312
tr-014,ハリモグラ,16,授乳,0.04124086874689113
tr-014,ハリモグラ,17,切手,0.040260645323267716
tr-014,ハリモグラ,18,匂い,0.039431878227422244
tr-014,ハリモグラ,19,精子,0.038713967514387174
tr-014,ハリモグラ,20,収縮,0.03808072538720232
tr-015,英西戦争(1727年-1729年),1,スペイン,0.22984963820910845
tr-015,英西戦争(1727年-1729年),2,艦隊,0.14158859601121726
tr-015,英西戦争(1727年-1729年),3,ジブラルタル,0.1197730588289789
tr-015,英西戦争(1727年-1729年),4,同盟,0.11388825560856167
tr-015,英西戦争(1727年-1729年),5,イギリス,0.10489214418162414
tr-015,英西戦争(1727年-1729年),6,ホジアー,0.10345894359995067
tr-015,英西戦争(1727年-1729年),7,戦争,0.09828025981715904
tr-015,英西戦争(1727年-1729年),8,条約,0.08067741874536574
tr-015,英西戦争(1727年-1729年),9,フェリペ,0.07191743123849331
tr-015,英西戦争(1727年-1729年),10,オステンド,0.06897262906663378
tr-015,英西戦争(1727年-1729年),11,ポルトベロ,0.06897262906663378
tr-015,英西戦争(1727年-1729年),12,締結,0.06591071850958846
tr-015,英西戦争(1727年-1729年),13,ウィーン,0.06370050858560262
tr-015,英西戦争(1727年-1729年),14,ヨーロッパ,0.05638716399423245
tr-015,英西戦争(1727年-1729年),15,オーストリア,0.05272857480767077
tr-015,英西戦争(1727年-1729年),16,ヘレンハウゼン,0.04598175271108918
tr-015,英西戦争(1727年-1729年),17,インディアス,0.04598175271108918
tr-015,英西戦争(1727年-1729年),18,到着,0.04291608291157167
tr-015,英西戦争(1727年-1729年),19,ロシア,0.042831278562656776
tr-015,英西戦争(1727年-1729年),20,ウォルポール,0.04107524276798795
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),1,ポチョムキン,0.2292511297924155
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),2,装甲,0.15224102408098164
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),3,艦隊,0.1401220635221212
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),4,水兵,0.13731498775125886
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),5,セヴァストーポリ,0.11233355438015202
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),6,ウクライナ,0.0962490169527622
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),7,黒海,0.08359988149511348
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),8,パンテレイモン,0.08112978927455425
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),9,海軍,0.06708178962952051
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),10,ボレーツ・ザ・スヴォボードゥ,0.065500322797833
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),11,蜂起,0.065179869117846
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),12,砲弾,0.05701652276525275
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),13,乗員,0.055122590035097195
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),14,叛乱,0.05419184305425143
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),15,ボイラー,0.04724721436995981
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),16,ルーマニア,0.04467494812665493
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),17,ロシア,0.041837156046164906
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),18,艦船,0.04097812443566324
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),19,ポチョムキンタヴリーチェスキー,0.039300193678699795
tr-016,ポチョムキン=タヴリーチェスキー公(戦艦),20,水雷,0.03844819657035248
tr-017,埴輪踊る人々,1,埴輪,0.6974570001654261
tr-017,埴輪踊る人々,2,古墳,0.15681086209918238
tr-017,埴輪踊る人々,3,博物館,0.14066270547139983
tr-017,埴輪踊る人々,4,表現,0.14032400365043524
tr-017,埴輪踊る人々,5,後藤,0.11055974661136511
tr-017,埴輪踊る人々,6,男女,0.11036244709714033
tr-017,埴輪踊る人々,7,東京,0.09822247740431458
tr-017,埴輪踊る人々,8,形象,0.09510777274983084
tr-017,埴輪踊る人々,9,人物,0.09343523174659207
tr-017,埴輪踊る人々,10,野原,0.09022265096539511
tr-017,埴輪踊る人々,11,帝室,0.08836541385904262
tr-017,埴輪踊る人々,12,考古,0.07918300359341734
tr-017,埴輪踊る人々,13,粘土,0.07633494602637843
tr-017,埴輪踊る人々,14,出土,0.07083183274329753
tr-017,埴輪踊る人々,15,男子,0.07083183274329753
tr-017,埴輪踊る人々,16,守一,0.06897262906663378
tr-017,埴輪踊る人々,17,職掌,0.06897262906663378
tr-017,埴輪踊る人々,18,頭部,0.06397527211811721
tr-017,埴輪踊る人々,19,髪型,0.06014843397693007
tr-017,埴輪踊る人々,20,国立,0.060117832026595895
tr-018,エアバスベルーガ,1,エアバス,0.2741458068004372
tr-018,エアバスベルーガ,2,ベルーガ,0.261744523768132
tr-018,エアバスベルーガ,3,貨物,0.25389044581077835
tr-018,エアバスベルーガ,4,胴体,0.1125949908573557
tr-018,エアバスベルーガ,5,輸送,0.100259919642069
tr-018,エアバスベルーガ,6,コックピット,0.08817178625108081
tr-018,エアバスベルーガ,7,グッピー,0.08443371734455872
tr-018,エアバスベルーガ,8,飛行,0.07755937142929602
tr-018,エアバスベルーガ,9,スーパー,0.07025920279254166
tr-018,エアバスベルーガ,10,コンポーネント,0.06688047638708372
tr-018,エアバスベルーガ,11,生産,0.060049388317168495
tr-018,エアバスベルーガ,12,組み立て,0.05482916136008743
tr-018,エアバスベルーガ,13,尾翼,0.05372673500199024
tr-018,エアバスベルーガ,14,ボーイング,0.052754326038882846
tr-018,エアバスベルーガ,15,ベース,0.05240854495011886
tr-018,エアバスベルーガ,16,主翼,0.0518844765804075
tr-018,エアバスベルーガ,17,搭載,0.050047237163268324
tr-018,エアバスベルーガ,18,製造,0.046538234002994686
tr-018,エアバスベルーガ,19,開発,0.04432876368254751
tr-018,エアバスベルーガ,20,パーツ,0.04320529044186876
tr-019,Umbrella_(清水翔太のアルバム),1,アルバム,0.560744078791701
tr-019,Umbrella_(清水翔太のアルバム),2,清水,0.2150426769510544
tr-019,Umbrella_(清水翔太のアルバム),3,シングル,0.189573880227201
tr-019,Umbrella_(清水翔太のアルバム),4,楽曲,0.18144225867745212
tr-019,Umbrella_(清水翔太のアルバム),5,チャート,0.12542959657182787
tr-019,Umbrella_(清水翔太のアルバム),6,音楽,0.11472731711976998
tr-019,Umbrella_(清水翔太のアルバム),7,収録,0.098363657191276
tr-019,Umbrella_(清水翔太のアルバム),8,制作,0.09794262770667674
tr-019,Umbrella_(清水翔太のアルバム),9,リリース,0.09374089924715275
tr-019,Umbrella_(清水翔太のアルバム),10,翔太,0.07458929267140851
tr-019,Umbrella_(清水翔太のアルバム),11,アイシテル,0.07458929267140851
tr-019,Umbrella_(清水翔太のアルバム),12,ライヴ,0.07106733733496408
tr-019,Umbrella_(清水翔太のアルバム),13,トラック,0.06383324774911721
tr-019,Umbrella_(清水翔太のアルバム),14,表現,0.06164885990994285
tr-019,Umbrella_(清水翔太のアルバム),15,オリコン,0.059997411474106095
tr-019,Umbrella_(清水翔太のアルバム),16,ヒップ,0.05472919186072975
tr-019,Umbrella_(清水翔太のアルバム),17,ホップ,0.05472919186072975
tr-019,Umbrella_(清水翔太のアルバム),18,レコード,0.0537606692377636
tr-019,Umbrella_(清水翔太のアルバム),19,ミュージック,0.05230880519641949
tr-019,Umbrella_(清水翔太のアルバム),20,最高,0.05075767356959562
tr-020,古代エジプト医学,1,エジプト,0.39776113150794684
tr-020,古代エジプト医学,2,医学,0.25982169349298406
tr-020,古代エジプト医学,3,医者,0.1988768109430968
tr-020,古代エジプト医学,4,古代,0.18657910070539174
tr-020,古代エジプト医学,5,紀元前,0.1300532853915017
tr-020,古代エジプト医学,6,パピルス,0.11848860807164233
tr-020,古代エジプト医学,7,ペセシェト,0.0815230283429991
tr-020,古代エジプト医学,8,エドウィン,0.07494251713515152
tr-020,古代エジプト医学,9,肛門,0.06962970902184054
tr-020,古代エジプト医学,10,ミイラ,0.06836200592730393
tr-020,古代エジプト医学,11,スミス,0.06178149471945635
tr-020,古代エジプト医学,12,処置,0.056468686606145374
tr-020,古代エジプト医学,13,解剖,0.05581369099076293
tr-020,古代エジプト医学,14,エーベルス・パピルス,0.0543486855619994
tr-020,古代エジプト医学,15,脈拍,0.0543486855619994
tr-020,古代エジプト医学,16,女医,0.0543486855619994
tr-020,古代エジプト医学,17,アケトテップ,0.0543486855619994
tr-020,古代エジプト医学,18,専門医,0.051782450700555316
tr-020,古代エジプト医学,19,医療,0.051551505357396755
tr-020,古代エジプト医学,20,王朝,0.050410894801934135
tr-021,ミネアポリス,1,ミネアポリス,0.3804553065899527
tr-021,ミネアポリス,2,ミネソタ,0.14053447777719721
tr-021,ミネアポリス,3,ヘネピン,0.08057593328628865
tr-021,ミネアポリス,4,ミシシッピ,0.07865232547239182
tr-021,ミネアポリス,5,病院,0.07689699456877616
tr-021,ミネアポリス,6,センター,0.07032597844668767
tr-021,ミネアポリス,7,都市,0.06230135755328254
tr-021,ミネアポリス,8,劇場,0.057147407836723035
tr-021,ミネアポリス,9,製粉,0.056967948434474246
tr-021,ミネアポリス,10,芸術,0.05616273481855792
tr-021,ミネアポリス,11,除雪,0.05141287926891253
tr-021,ミネアポリス,12,気温,0.05000398185713265
tr-021,ミネアポリス,13,ミネアポリス・セントポール,0.0460433904493078
tr-021,ミネアポリス,14,気候,0.04002285045162209
tr-021,ミネアポリス,15,設立,0.038248833359186836
tr-021,ミネアポリス,16,摂氏,0.03560955586992274
tr-021,ミネアポリス,17,楽団,0.03456850485415353
tr-021,ミネアポリス,18,新館,0.03369708968258369
tr-021,ミネアポリス,19,ダコタ,0.03290198610196142
tr-021,ミネアポリス,20,通り,0.03210701717421969
tr-022,三島由紀夫,1,三島,0.2490879230958827
tr-022,三島由紀夫,2,川端,0.08108989080629893
tr-022,三島由紀夫,3,昭和,0.07551296882397425
tr-022,三島由紀夫,4,作家,0.06336279557419365
tr-022,三島由紀夫,5,金閣寺,0.0455619653737583
tr-022,三島由紀夫,6,同年,0.0449431537113457
tr-022,三島由紀夫,7,文学,0.04108829930591731
